battery_id,cycle,capacity_Ah,max_voltage_V,min_voltage_V,mean_voltage_V,max_current_A,min_current_A,mean_current_A,max_temperature_C,min_temperature_C,mean_temperature_C,discharge_time_s,soh,rul,rated_capacity_Ah
B0005,1,1.8564874208181568,4.191491807505295,2.612467347907089,3.52982866886934,0.0007285852728454,-2.0180146876333027,-1.8187019641679727,38.98218133148803,24.325993424022467,32.572328114029,3690.234,1.0115874974613583,167,1.8352217929513044
B0005,2,1.846327249719927,4.189773213846608,2.587208728940726,3.5373201277859714,0.0029274033590803,-2.016820542901454,-1.817559850661287,39.03339796678704,24.685948163596,32.72523522519307,3672.344,1.0060512886296775,166,1.8352217929513044
B0005,3,1.835349194223408,4.188186735991303,2.65191689384378,3.5437367282719,0.001483676365228,-2.016573862170142,-1.816486541884096,38.81879668981741,24.7342661639544,32.64286193755933,3651.641,1.0000694200954854,165,1.8352217929513044
B0005,4,1.8352625275821128,4.188461118855572,2.592947964776547,3.5436661072601456,0.0015470119527235,-2.0159359571668354,-1.8255891938692528,38.7623045063458,24.65224374129252,32.51487646204882,3631.563,1.000022196026096,164,1.8352217929513044
B0005,5,1.8346455082120416,4.188298524761055,2.547419651124539,3.5423432526672167,0.0017014548245034,-2.017425579158831,-1.8261139590277584,38.66539257343368,24.518700434435164,32.38234901543077,3629.172,0.999685986325208,163,1.8352217929513044
B0005,6,1.8356616600675493,4.188815807948604,2.5209480504077413,3.541334734634757,0.0024899497555445,-2.0162347618032066,-1.8168108743168805,38.75169504640032,24.51442664842638,32.43418218230641,3652.281,1.0002396806303926,162,1.8352217929513044
B0005,7,1.8351461429226603,4.18839163793879,2.487927319492314,3.541025049507521,0.0023142958827398,-2.01583310669507,-1.816791144707133,38.8207012322275,24.575581239008407,32.480416444757985,3650.828,0.9999587788086788,161,1.8352217929513044
B0005,8,1.8257567905665533,4.188927891511958,2.665204904745877,3.554133296801584,0.0022276160569156,-2.0166395518034546,-1.844341212075406,38.51713023385634,24.71132429046902,32.41046186109587,3572.453,0.9948425839203174,160,1.8352217929513044
B0005,9,1.8247738529891333,4.189029250882121,2.603858472633368,3.5529355991467955,0.0054010283210214,-2.018357230695621,-1.853972745505648,38.526267904657,24.628487294051176,32.3461408313,3550.594,0.9943069878516596,159,1.8352217929513044
B0005,10,1.824613268496936,4.189223427076418,2.552853984885676,3.5512057319377,0.0030191479674457,-2.016071837814984,-1.853589933851096,38.52698128472781,24.561560340089137,32.27679750791685,3551.25,0.9942194864429392,158,1.8352217929513044
B0005,11,1.8246195526864504,4.188916055911241,2.472448301852732,3.549292319740949,0.0026264001899385,-2.0160713863396573,-1.863380178294828,38.54143406601644,24.43128509546442,32.15709350345252,3530.25,0.9942229106554996,157,1.8352217929513044
B0005,12,1.814201935767392,4.189876247266316,2.64956413267546,3.559759220648976,0.0023645237017673,-2.016851865845563,-1.872968810287894,38.52197451768004,24.74037188089418,32.36407129853099,3491.016,0.988546421329212,156,1.8352217929513044
B0005,13,1.8137521577549047,4.189286794768804,2.5724981777366227,3.558081969139198,0.001858378552761,-2.016393908986775,-1.8826095043160835,38.582485834057856,24.73310769931152,32.3181954403762,3470.281,0.9883013403181788,155,1.8352217929513044
B0005,14,1.8134404914735824,4.188837765892728,2.5249886697730286,3.555692244172496,0.0022664654273509,-2.0158117255163046,-1.882536787636365,38.52029413487392,24.44798340505406,32.15709029211502,3470.0,0.9881315154596684,154,1.8352217929513044
B0005,15,1.8025980036306504,4.189110301768517,2.694621861688723,3.562746818017503,0.0013199464372558,-2.0193509920362724,-1.8817935155260213,38.21358592965045,24.46309712112356,32.04407000314609,3450.297,0.9822235168272548,153,1.8352217929513044
B0005,16,1.80210690024615,4.18921207304098,2.64010141737067,3.5614521756489204,0.0030782527761262,-2.0164420273602586,-1.8921861285036712,38.1983618706913,24.32051139249706,31.93159367491153,3429.407,0.98195591789922,152,1.8352217929513044
B0005,17,1.802579500826209,4.188899969428112,2.573903509838096,3.5603420474985823,0.00090184864654,-2.016465255161054,-1.9027629207037409,38.31926916027133,24.357321702352365,31.941655359029298,3409.484,0.9822134347736784,151,1.8352217929513044
B0005,18,1.8030683142834096,4.188779799856791,2.4942396831720126,3.5591189041401865,-0.0004481239748701,-2.0181069603406625,-1.913347060582244,38.4787542519308,24.382419922756025,31.965008645476725,3390.422,0.982479785935744,150,1.8352217929513044
B0005,19,1.802777624719604,4.189272591516219,2.4556793246645583,3.557886771846508,0.0023375587090041,-2.0170254305215485,-1.9131602105481536,38.54659017774874,24.355030419469987,31.966241678512723,3390.281,0.9823213911493904,149,1.8352217929513044
B0005,20,1.8470259949329195,4.187614060563439,2.632142800798914,3.5520375235511907,0.0059551658046401,-2.01684718332263,-1.8553455745575973,38.44749852224995,24.54942444728521,32.37143341978575,3591.734,1.006432030192183,148,1.8352217929513044
B0005,21,1.847417311283644,4.187628781108399,2.5027764692056795,3.5525668436897124,0.0016182635202416,-2.016190951623346,-1.8746995273150973,38.992275791716615,24.917503693363493,32.70024990461686,3552.297,1.0066452558372945,147,1.8352217929513044
B0005,22,1.8361774213478947,4.187447226312926,2.617507742871704,3.556794038327039,0.0025192157843694,-2.016760348146938,-1.873827212788385,38.51424197364312,24.56596639952811,32.32266411829938,3531.578,1.0005207154798732,146,1.8352217929513044
B0005,23,1.825780747577624,4.187344026387161,2.694074478000972,3.5614100044534203,0.0037933120349866,-2.0160230713598764,-1.883193546754683,38.165816144899125,24.21658146702539,31.98795810666763,3492.907,0.9948556379343676,145,1.8352217929513044
B0005,24,1.8251136435078368,4.187438187636325,2.6237674644021887,3.556610794781798,0.0034388887386759,-2.01719076462715,-1.873239184822504,38.16526203587147,24.05499065781757,31.894456524691385,3511.594,0.994492137417782,144,1.8352217929513044
B0005,25,1.825581504220376,4.18774138117799,2.5010798299873738,3.5586742170266272,0.0012614422239159,-2.016114862565665,-1.9139593751505897,38.27549578575718,24.024851602995685,31.78039681801023,3431.9370000000054,0.9947470715703384,143,1.8352217929513044
B0005,26,1.814031127508391,4.188261122540052,2.68499881852498,3.564103182686905,0.0031353992245556,-2.016863630474281,-1.9030532722310995,37.98216079918311,23.93622764909489,31.688747146342205,3431.125,0.9884533490587882,142,1.8352217929513044
B0005,27,1.8147691941158937,4.187338767288234,2.547109116468133,3.559588063594272,0.0011043615738374,-2.024643671910137,-1.913459074224792,38.11100191887773,23.811534187517506,31.59674799256916,3412.406,0.9888555165844451,141,1.8352217929513044
B0005,28,1.813969388710352,4.187560306288175,2.471314764334132,3.556833231052199,-3.060676830687782e-05,-2.017291134571006,-1.913620909902553,38.18831137948753,23.754765330883423,31.56558649878708,3410.688,0.9884197080033714,140,1.8352217929513044
B0005,29,1.802765665167823,4.18805176248713,2.6613903306108773,3.5624410850948944,0.0037901043107805,-2.01713712589233,-1.902581974571906,37.99854111908584,23.79410930748377,31.59124667045208,3410.718,0.9823148744701384,139,1.8352217929513044
B0005,30,1.804077040117352,4.187667484260542,2.541762355407921,3.5591407106855666,0.0006901740069088,-2.015946028510057,-1.9130621638638965,38.194201649765226,23.80130098691845,31.603485399391182,3392.719,0.9830294338517706,138,1.8352217929513044
B0005,31,1.8518025516704488,4.2010701773378685,2.628919415830567,3.5573161327793144,0.0008475435827522,-2.0167372379007014,-1.920618117118412,38.45796400011448,23.78129749955371,31.91556385491565,3470.672,1.0090347438019904,137,1.8352217929513044
B0005,32,1.8307038456739428,4.1996223345495824,2.6312552691827045,3.561870782772737,0.0011650883880798,-2.0183057226929555,-1.9298830859597569,38.49126351534004,24.2036410699716,32.081128118597164,3414.109,0.9975382009440418,136,1.8352217929513044
B0005,33,1.8199041089501269,4.199853323702163,2.654880745360911,3.5617586337260088,0.0019472390588109,-2.016579511976592,-1.929300528480541,38.31473393357882,24.00078927251757,31.849792632896243,3395.219,0.9916534971086276,135,1.8352217929513044
B0005,34,1.809307963702852,4.199103467081427,2.6749688422803803,3.5597307651083123,0.0018372947715281,-2.0193879194408373,-1.923330987770314,37.861934640176806,23.53999092882516,31.465690433362017,3386.0,0.9858797288981735,134,1.8352217929513044
B0005,35,1.80460990458052,4.199998536865001,2.6159705726789904,3.5575937553540915,0.0074961910680886,-2.015814483813837,-1.9284469980320087,37.90665575786083,23.56609574757256,31.40934895665031,3368.187,0.98331978811043,133,1.8352217929513044
B0005,36,1.7993770651972192,4.19967522099872,2.658447162110498,3.5597237883937995,0.0013923748862999,-2.019901495893039,-1.9231439161693824,38.34003238560517,23.9730227457941,31.90224747551808,3368.266,0.9804684491587028,132,1.8352217929513044
B0005,37,1.7884432335370462,4.1991847248803165,2.697942608427116,3.559061771422033,0.0025753372180031,-2.016522387288751,-1.917014964043808,38.0745950590744,23.755161868961988,31.649024294808623,3358.719,0.9745106778952144,131,1.8352217929513044
B0005,38,1.7829230484252725,4.200012480335,2.6617272246516333,3.557015527748059,0.0011747056452339,-2.017112121704317,-1.922048805055383,38.07252758016199,23.51454265913581,31.48874626238971,3339.5,0.9715027661904952,130,1.8352217929513044
B0005,39,1.7730337158018288,4.1992373656547874,2.699288287625812,3.5562481933590964,0.0023816748049826,-2.018009988339822,-1.916230282154988,37.80133585100446,23.27146353182613,31.329995610092634,3331.265,0.9661141354204016,129,1.8352217929513044
B0005,40,1.773037755078937,4.199395781118708,2.612793240883853,3.5532756526091784,0.0021374370347549,-2.017724236336294,-1.9220800182578983,38.39873985476869,23.439367870877128,31.569551201845574,3321.188,0.9661163363953048,128,1.8352217929513044
B0005,41,1.7678721106662054,4.199578698026071,2.6637064901468075,3.556266431640255,0.0015198619580386,-2.016792488625222,-1.916241789031196,38.74929237918251,24.020578317587123,32.111426258867944,3321.844,0.9633016115306744,127,1.8352217929513044
B0005,42,1.762315070409309,4.199546957512695,2.6668454289754746,3.5563095420140822,0.0018244735178706,-2.017255132631586,-1.915880982351776,38.87275464755104,24.25608631932004,32.271676011112376,3311.828,0.9602736177054922,126,1.8352217929513044
B0005,43,1.7676172924938447,4.194091469340824,2.684431051981017,3.558950851054106,0.0005228307091433,-2.0159457514475405,-1.911440626575304,38.503541429116005,23.99270220171187,31.84229165967865,3327.391,0.963162762824028,125,1.8352217929513044
B0005,44,1.762668359743147,4.200715235801255,2.645224362345869,3.5534418211598053,0.0024271068866283,-2.021877555086194,-1.915816699754416,38.27009094548294,23.826487051861594,31.759815453754253,3312.078,0.9604661226851056,124,1.8352217929513044
B0005,45,1.7517304870664143,4.1990980807180325,2.6603527244917,3.5510121537420285,0.0006158711833322,-2.0169903181968984,-1.9151304155635367,38.11684755251712,23.3485583063804,31.41911167391793,3293.172,0.9545061494988986,123,1.8352217929513044
B0005,46,1.7418496047960008,4.199398534411534,2.6926849789916263,3.551317608213948,0.0008035192993614,-2.016185456554963,-1.914848578439364,38.04152715355532,23.23621418856597,31.331626572312267,3275.328,0.949122123269282,122,1.8352217929513044
B0005,47,1.7360913511847138,4.199122915612965,2.670544734728978,3.549003180550162,0.0014889451776809,-2.0170647431651068,-1.9144128654409127,38.17980302242767,23.214801785728056,31.35934131425137,3265.016,0.94598448964189,121,1.8352217929513044
B0005,48,1.7936240148573608,4.190409478081396,2.605158060541757,3.559764834095517,0.0024931147123922,-2.0168134548386294,-1.9388813849818085,40.71218198711114,26.6473739461698,34.31088483888259,3328.937,0.9773336507588828,120,1.8352217929513044
B0005,49,1.7831890223273277,4.199933846791869,2.672012007453096,3.5623454342368555,0.0028589701045215,-2.0165540953857675,-1.927509725704535,39.88526123315293,25.69911743242072,33.43585640373788,3329.266,0.9716476935791504,119,1.8352217929513044
B0005,50,1.7673642076278957,4.199365021329158,2.674271233724938,3.558336657621618,0.0012369720338688,-2.022483480851903,-1.9267185977839405,39.18287352945846,24.83328108182313,32.66698125020078,3301.579,0.9630248585843764,118,1.8352217929513044
B0005,51,1.7570177850353066,4.19902365945384,2.6309416727017187,3.554013138622869,0.0027115029184951,-2.016804145903712,-1.9261308349663744,38.95156480403077,24.361616832363048,32.28423408691397,3283.563,0.9573871625672916,117,1.8352217929513044
B0005,52,1.7468706179837907,4.199432142144215,2.6629725743154204,3.552376095886298,0.0031272458314235,-2.0172800396238526,-1.9202346781375208,38.607510759873634,24.019157444608588,32.00739178780946,3275.125,0.95185803955312,116,1.8352217929513044
B0005,53,1.7417172507457144,4.199640922827531,2.612942119873717,3.549618661283733,0.0012894534058489,-2.0159193745006387,-1.9201011498853635,38.920359903369054,24.00664649428476,32.06387071886056,3265.656,0.9490500044383076,115,1.8352217929513044
B0005,54,1.7364225056478186,4.199305653118061,2.615719844266148,3.54938103086703,0.0010352326876111,-2.020605919573001,-1.9144278105456467,39.23273115358871,24.328038456694348,32.43754560319043,3266.093,0.9461649334794558,114,1.8352217929513044
B0005,55,1.7263217239235826,4.198949734540481,2.6287695472774453,3.547211868041896,0.0021414406216503,-2.017554048083073,-1.908340706503589,38.9649270684008,24.12159109376564,32.16809876635083,3257.594,0.9406610855178466,113,1.8352217929513044
B0005,56,1.7158065389330133,4.19834220599025,2.6655106679421823,3.5467052098640246,0.0017702200905978,-2.016416703030436,-1.902207182631691,38.83927283461771,23.971565610462942,32.05752645824972,3248.593,0.9349314320062352,112,1.8352217929513044
B0005,57,1.710533351135192,4.198995776266302,2.650495153350403,3.544629653883431,0.0014307662327893,-2.0170229987437884,-1.9020484449938715,38.82796377704433,23.83541998401671,31.97592092807272,3238.766,0.9320581074750668,111,1.8352217929513044
B0005,58,1.706014499648521,4.19916986492694,2.643236235233877,3.5436291614253204,0.0049011998067657,-2.016783933430818,-1.8964907679062355,39.14007944734004,23.956923878018035,32.21689335291319,3240.14,0.9295958157215432,110,1.8352217929513044
B0005,59,1.7003110272642588,4.199246833083063,2.656450207001938,3.5444946147995258,0.0017964242690772,-2.019982930624072,-1.895971437908019,39.349611598028886,24.465118009505925,32.55632993697177,3230.109,0.9264880320159616,109,1.8352217929513044
B0005,60,1.6945798601797897,4.19925518864016,2.626177688152069,3.5409201846556857,0.0048990136261112,-2.016448312230377,-1.889964879983928,39.29444535878087,24.267851748683743,32.40048085325998,3229.7810000000027,0.9233651576546822,108,1.8352217929513044
B0005,61,1.6849029086609286,4.199610827671791,2.6582230344240045,3.541195668799061,0.0024344067431928,-2.026465491633473,-1.889370382442051,39.10487658009542,24.14386556947967,32.29371860868794,3212.469,0.9180922519186951,107,1.8352217929513044
B0005,62,1.6744741591159715,4.1994453812630566,2.695100237338448,3.540671044783382,0.0014513205321675,-2.017330650607364,-1.8776883243431417,39.0462609369598,23.93408558388468,32.1360714480678,3213.219,0.912409696499502,106,1.8352217929513044
B0005,63,1.6745692479879102,4.198991968341307,2.639091813583503,3.537604879026877,0.0059339984616673,-2.02257876070347,-1.883106598669776,39.398032192832,24.08059534182364,32.38268549723498,3203.578,0.9124615097856692,105,1.8352217929513044
B0005,64,1.663716375981405,4.197785116892181,2.6857210282450983,3.538422485261741,0.0034449440902895,-2.0158674131052456,-1.876359921441716,39.10678394120843,24.428816535813286,32.30899951427637,3195.125,0.9065478528924324,104,1.8352217929513044
B0005,65,1.659013868748246,4.201331130571617,2.69017866510873,3.53928626988912,0.0012286208011475,-2.016878594815316,-1.870955026010444,39.44448954135193,24.3288116844709,32.56636929496716,3195.312999999994,0.9039854883590444,103,1.8352217929513044
